,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
64,11923270,K00781.01,Kepler-676 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,11.59822233,1.4099999999999999e-05,-1.4099999999999999e-05,180.395376,0.000923,-0.000923,2455013.395,0.000923,-0.000923,0.0,,,,,,0.679,0.187,-0.47,2.5237,0.052000000000000005,-0.052000000000000005,,,,2800.0,46.3,-46.3,0.051287,0.005220000000000001,-0.00325,3.14915,3.9658,-0.027710000000000002,LS+MCMC,2.65,0.21,-0.29,0.0798,,,88.62,,,396.0,,,5.82,1.49,-1.63,28.2,11.8,-11.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3872,0.3156,q1_q17_dr25_koi,11.461336,62.376225,71.0,1,115.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.6552,Mandel and Agol (2002 ApJ 580 171),,,011/011923/011923270/dv/kplr011923270-20160209194854_dvr.pdf,011/011923/011923270/dv/kplr011923270-001-20160209194854_dvs.pdf,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.0,0.15,-0.15,0.473,0.037000000000000005,-0.051,0.503,0.035,-0.053,,,,q1_q17_dr25_stellar,296.22195,50.28722,15.937000000000001,17.500999999999998,16.14,15.267000000000001,14.795,13.474,12.812999999999999,12.628,0.17800000000000002,19.7481495,5.9e-06,50.287475,6.2e-05,0.63,0.2,0.92,0.22,-0.00029,0.00064,0.0006,0.0007700000000000001,0.059000000000000004,0.094,-0.03,0.08199999999999999,0.066,0.095,0.29,0.11,0.628,0.08,0.69,0.086
85,4139816,K00812.02,Kepler-235 d,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.06036336,5.8399999999999997e-05,-5.8399999999999997e-05,147.46554,0.0024100000000000002,-0.0024100000000000002,2454980.466,0.0024100000000000002,-0.0024100000000000002,0.0,,,,,,0.556,0.32299999999999995,-0.368,3.3203,0.0754,-0.0754,,,,1490.0,45.1,-45.1,0.036455,0.00592,-0.00125,3.09445,1.9314900000000002,-2.34385,LS+MCMC,1.96,0.13,-0.16,0.115,,,89.21,,,361.0,,,4.0,0.89,-0.9,40.4,12.6,-12.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,7.1802754,27.241827,35.2,4,59.0,2.0,q1_q17_dr25_tce,1.11111e+31,0.7533,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-002-20160209194854_dvs.pdf,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,,,,q1_q17_dr25_stellar,286.07912999999996,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.277999999999999,13.116,0.016,19.0719547,9.6e-06,39.27833,0.00013000000000000002,0.56,0.4,0.04,0.45,-0.00124,0.00065,-0.0001,0.00074,0.0,0.14,-0.03,0.14,0.03,0.14,-0.18,0.14,-0.15,0.14,0.23,0.14
86,4139816,K00812.03,Kepler-235 e,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,46.1842039,0.000265,-0.000265,165.23729,0.0043,-0.0043,2454998.2369999997,0.0043,-0.0043,0.0,,,,,,0.013000000000000001,0.415,-0.013000000000000001,4.758,0.13,-0.13,,,,1390.0,56.4,-56.4,0.033974000000000004,0.00133,-0.000699,3.99779,0.24735,-1.29928,LS+MCMC,1.83,0.12,-0.15,0.2005,,,89.99,,,273.0,,,1.32,0.29,-0.3,76.67,4.7,-4.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,6.2605453,18.020908,26.0,4,25.0,3.0,q1_q17_dr25_tce,1.11111e+31,0.8358,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-003-20160209194854_dvs.pdf,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,,,,q1_q17_dr25_stellar,286.07912999999996,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.277999999999999,13.116,0.006,19.071943,1.4000000000000001e-05,39.278009999999995,0.00018999999999999998,0.08,0.6,-1.12,0.67,-0.00044,0.00082,0.00144,0.0009400000000000001,-0.07,0.17,0.04,0.22,0.08,0.21,-0.25,0.17,-0.06,0.16,0.26,0.17
88,4139816,K00812.04,Kepler-235 c,CONFIRMED,Done,8/16/18,CANDIDATE,0.9940000000000001,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.82502168,3.8900000000000004e-05,-3.8900000000000004e-05,136.54995,0.00436,-0.00436,2454969.55,0.00436,-0.00436,0.0,,,,,,0.708,0.23399999999999999,-0.48700000000000004,2.186,0.12,-0.12,,,,521.0,36.4,-36.4,0.022312000000000002,0.00398,-0.00162,2.54508,4.60217,-2.24097,LS+MCMC,1.2,0.08,-0.1,0.0614,,,87.99,,,494.0,,,14.05,3.1,-3.19,20.2,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,3.8379083,12.582854,15.9,4,154.0,4.0,q1_q17_dr25_tce,1.11111e+31,0.251,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-004-20160209194854_dvs.pdf,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,,,,q1_q17_dr25_stellar,286.07912999999996,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.277999999999999,13.116,0.048,19.07197,2.3e-05,39.27813,0.0003,1.18,0.95,-0.7,1.1,-0.0007099999999999999,0.00047000000000000004,0.00031,0.00053,0.31,0.25,-0.45,0.39,0.55,0.35,0.11,0.3,-0.58,0.43,0.59,0.4
105,4139816,K00812.01,Kepler-235 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.340218842,3.18e-06,-3.18e-06,171.979062,0.00075,-0.00075,2455004.9790000003,0.00075,-0.00075,0.0,,,,,,0.466,0.002,-0.43700000000000006,1.9104,0.0318,-0.0318,,,,1630.0,26.6,-26.6,0.037683,0.00367,-0.000771,3.2358599999999997,1.59297,-0.03843,LS+MCMC,2.03,0.13,-0.17,0.0348,,,87.85,,,656.0,,,43.73,9.67,-9.92,12.4,6.1,-6.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4175,0.2365,q1_q17_dr25_koi,8.777286,58.181076000000004,71.6,4,398.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.4776,Mandel and Agol (2002 ApJ 580 171),,,004/004139/004139816/dv/kplr004139816-20160209194854_dvr.pdf,004/004139/004139816/dv/kplr004139816-001-20160209194854_dvs.pdf,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,,,,q1_q17_dr25_stellar,286.07912999999996,39.27832,15.954,17.187,15.978,15.425,15.103,13.952,13.277999999999999,13.116,0.057999999999999996,19.071927300000002,4.8e-06,39.278333,6.2e-05,-0.59,0.2,0.05,0.22,0.00053,0.00036,-0.00013000000000000002,0.00041,0.026000000000000002,0.086,0.05,0.09699999999999999,0.06,0.11,-0.15,0.092,-0.039,0.092,0.154,0.092
114,4725681,K00817.01,Kepler-236 c,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.96793669,9.25e-05,-9.25e-05,186.22182,0.00305,-0.00305,2455019.222,0.00305,-0.00305,0.0,,,,,,0.41600000000000004,0.053,-0.41600000000000004,3.827,0.113,-0.113,,,,1180.0,46.1,-46.1,0.03141,0.000611,-0.00162,3.03325,1.25957,-0.5169199999999999,LS+MCMC,1.8,0.1,-0.15,0.1322,,,89.47,,,329.0,,,2.77,0.58,-0.64,45.2,18.8,-18.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4768,q1_q17_dr25_koi,5.809558999999999,22.27284,27.5,2,43.0,1.0,q1_q17_dr25_tce,1.11101e+31,0.7252,Mandel and Agol (2002 ApJ 580 171),,,004/004725/004725681/dv/kplr004725681-20160209194854_dvr.pdf,004/004725/004725681/dv/kplr004725681-001-20160209194854_dvs.pdf,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.1,0.15,-0.15,0.524,0.03,-0.044000000000000004,0.536,0.035,-0.039,,,,q1_q17_dr25_stellar,283.86638999999997,39.898078999999996,15.414000000000001,16.862000000000002,15.508,14.793,14.419,13.224,12.537,12.312000000000001,0.01,18.924412,1.2e-05,39.898270000000004,0.00016,-0.55,0.52,0.67,0.57,0.0006799999999999999,0.00064,-0.00088,0.00072,-0.23,0.21,0.05,0.2,0.23,0.22,-0.17,0.19,0.32,0.22,0.36,0.24
115,4725681,K00817.02,Kepler-236 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.995,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.29561738,2.37e-05,-2.37e-05,135.79283999999998,0.0021899999999999997,-0.0021899999999999997,2454968.793,0.0021899999999999997,-0.0021899999999999997,0.0,,,,,,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,,,,824.0,57.5,-57.5,0.03178,0.00606,-0.00585,4.18931,36.90578,-2.8696599999999997,LS+MCMC,1.82,0.1,-0.15,0.0652,,,87.95,,,469.0,,,11.39,2.4,-2.65,24.8,12.1,-12.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2575,0.4768,q1_q17_dr25_koi,3.484774,15.260292999999999,17.9,2,119.0,2.0,q1_q17_dr25_tce,1.11101e+31,0.8214,Mandel and Agol (2002 ApJ 580 171),,,004/004725/004725681/dv/kplr004725681-20160209194854_dvr.pdf,004/004725/004725681/dv/kplr004725681-002-20160209194854_dvs.pdf,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.1,0.15,-0.15,0.524,0.03,-0.044000000000000004,0.536,0.035,-0.039,,,,q1_q17_dr25_stellar,283.86638999999997,39.898078999999996,15.414000000000001,16.862000000000002,15.508,14.793,14.419,13.224,12.537,12.312000000000001,0.028999999999999998,18.924422,1.8e-05,39.898379999999996,0.00023999999999999998,-0.13,0.76,1.06,0.85,0.00013000000000000002,0.00067,-0.0009599999999999999,0.00075,-0.33,0.23,0.5,0.27,0.6,0.31,-0.39,0.26,0.85,0.25,0.94,0.29
116,4913852,K00818.01,Kepler-691 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,8.11437482,1.09e-05,-1.09e-05,176.33968000000002,0.00107,-0.00107,2455009.34,0.00107,-0.00107,0.0,,,,,,0.573,0.0,-0.46799999999999997,2.2736,0.0447,-0.0447,,,,1560.0,32.0,-32.0,0.037204,0.00595,-0.0015300000000000001,3.76716,2.38541,-3.13735,LS+MCMC,2.1,0.14,-0.16,0.0649,,,88.61,,,460.0,,,10.55,2.46,-2.31,23.58,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2964,0.4262,q1_q17_dr25_koi,6.7459397,45.585175,56.4,1,167.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.1566,Mandel and Agol (2002 ApJ 580 171),,,004/004913/004913852/dv/kplr004913852-20160209194854_dvr.pdf,004/004913/004913852/dv/kplr004913852-001-20160209194854_dvs.pdf,3692.0,73.0,-83.0,4.753,0.032,-0.039,0.28,0.15,-0.15,0.517,0.035,-0.039,0.5529999999999999,0.027000000000000003,-0.044000000000000004,,,,q1_q17_dr25_stellar,288.81201,40.033401,15.877,17.474,16.090999999999998,15.192,14.705,13.405,12.722999999999999,12.492,0.024,19.254116,6.6e-06,40.033178,7.4e-05,-0.74,0.27,-0.8,0.27,0.00033,0.00044,0.00054,0.00045,0.08,0.08900000000000001,-0.018000000000000002,0.087,0.08199999999999999,0.08900000000000001,-0.588,0.09699999999999999,-0.517,0.095,0.78,0.1
170,6435936,K00854.01,Kepler-705 b,CONFIRMED,Done,8/16/18,CANDIDATE,0.996,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,56.0560754,0.000275,-0.000275,201.16578,0.00329,-0.00329,2455034.1659999997,0.00329,-0.00329,0.0,,,,,,0.018000000000000002,0.413,-0.018000000000000002,4.685,0.132,-0.132,,,,1630.0,66.7,-66.7,0.036134,0.00147,-0.000983,5.11354,0.40953,-1.64419,LS+MCMC,1.94,0.12,-0.22,0.228,,,89.99,,,233.0,,,0.69,0.15,-0.19,94.7,7.6,-7.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3107,0.423,q1_q17_dr25_koi,6.1299686,19.2542,27.4,1,24.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.0766,Mandel and Agol (2002 ApJ 580 171),,,006/006435/006435936/dv/kplr006435936-20160209194854_dvr.pdf,006/006435/006435936/dv/kplr006435936-001-20160209194854_dvs.pdf,3593.0,71.0,-86.0,4.757,0.054000000000000006,-0.027000000000000003,0.26,0.15,-0.15,0.491,0.03,-0.055,0.503,0.036000000000000004,-0.054000000000000006,,,,q1_q17_dr25_stellar,289.50847999999996,41.812119,15.849,17.455,16.093,15.162,14.719000000000001,13.446,12.777999999999999,12.536,0.048,19.30056,1.2e-05,41.812020000000004,0.00014,-0.24,0.47,-0.35,0.49,0.0007700000000000001,0.00086,0.0009199999999999999,0.00093,0.1,0.24,-0.33,0.17,0.35,0.19,0.19,0.26,-0.57,0.18,0.6,0.21
221,7455287,K00886.01,Kepler-54 b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.01078456,1.06e-05,-1.06e-05,170.20739,0.00106,-0.00106,2455003.207,0.00106,-0.00106,0.0,,,,,,0.192,0.096,-0.192,2.312,0.0336,-0.0336,,,,1330.0,29.3,-29.3,0.03347,0.000519,-0.00045099999999999996,5.73059,0.49536,-0.81818,LS+MCMC,1.72,0.13,-0.2,0.0616,,,89.59,,,453.0,,,9.9,2.52,-2.88,26.89,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,6.0815673,28.916744,48.5,3,168.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.6403,Mandel and Agol (2002 ApJ 580 171),,,007/007455/007455287/dv/kplr007455287-20160209194854_dvr.pdf,007/007455/007455287/dv/kplr007455287-001-20160209194854_dvs.pdf,3713.0,74.0,-92.0,4.779,0.063,-0.031,-0.12,0.15,-0.15,0.47,0.036000000000000004,-0.054000000000000006,0.484,0.038,-0.053,,,,q1_q17_dr25_stellar,294.77393,43.056301,15.847000000000001,17.416,15.964,15.175,14.7,13.508,12.897,12.648,0.708,19.651598,1.1e-05,43.05618,0.00011999999999999999,0.07,0.44,-0.43,0.42,-8e-05,0.00044,0.00018,0.00042,-0.17,0.17,0.0,0.12,0.17,0.17,-0.15,0.17,-0.26,0.14,0.3,0.17
222,7455287,K00886.02,Kepler-54 c,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.07134205,4.210000000000001e-05,-4.210000000000001e-05,143.45948,0.0028699999999999997,-0.0028699999999999997,2454976.4590000003,0.0028699999999999997,-0.0028699999999999997,0.0,,,,,,0.013999999999999999,0.518,-0.013999999999999999,4.3224,0.0983,-0.0983,,,,759.0,26.4,-26.4,0.025158,0.00114,-0.00045099999999999996,1.3593899999999999,0.04476,-0.6262300000000001,LS+MCMC,1.29,0.1,-0.15,0.0809,,,89.96,,,395.0,,,5.74,1.46,-1.67,21.878,0.72,-0.72,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,4.24725,16.535355,31.0,3,112.0,2.0,q1_q17_dr25_tce,1.11111e+31,1.0,Mandel and Agol (2002 ApJ 580 171),,,007/007455/007455287/dv/kplr007455287-20160209194854_dvr.pdf,007/007455/007455287/dv/kplr007455287-002-20160209194854_dvs.pdf,3713.0,74.0,-92.0,4.779,0.063,-0.031,-0.12,0.15,-0.15,0.47,0.036000000000000004,-0.054000000000000006,0.484,0.038,-0.053,,,,q1_q17_dr25_stellar,294.77393,43.056301,15.847000000000001,17.416,15.964,15.175,14.7,13.508,12.897,12.648,0.151,19.65158,1.9e-05,43.05641,0.0002,-0.65,0.77,0.38,0.73,0.00032,0.00037999999999999997,-0.00031,0.00037,-0.16,0.3,-0.19,0.46,0.25,0.52,-0.17,0.3,-0.42,0.43,0.45,0.48
223,7455287,K00886.03,Kepler-54 d,CONFIRMED,Done,8/16/18,CANDIDATE,0.986,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.99587872,7.659999999999999e-05,-7.659999999999999e-05,152.31554,0.00305,-0.00305,2454985.316,0.00305,-0.00305,0.0,,,,,,0.228,0.17600000000000002,-0.228,2.6333,0.0866,-0.0866,,,,767.0,42.9,-42.9,0.025412,0.00103,-0.000758,9.69398,2.2591799999999997,-2.16781,LS+MCMC,1.3,0.1,-0.15,0.11699999999999999,,,89.79,,,328.0,,,2.74,0.7,-0.79,60.9,14.2,-14.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4064,0.2898,q1_q17_dr25_koi,4.265292,12.355694,18.2,3,55.0,3.0,q1_q17_dr25_tce,1.11111e+31,0.4223,Mandel and Agol (2002 ApJ 580 171),,,007/007455/007455287/dv/kplr007455287-20160209194854_dvr.pdf,007/007455/007455287/dv/kplr007455287-003-20160209194854_dvs.pdf,3713.0,74.0,-92.0,4.779,0.063,-0.031,-0.12,0.15,-0.15,0.47,0.036000000000000004,-0.054000000000000006,0.484,0.038,-0.053,,,,q1_q17_dr25_stellar,294.77393,43.056301,15.847000000000001,17.416,15.964,15.175,14.7,13.508,12.897,12.648,0.499,19.651617,2.5e-05,43.056290000000004,0.00026000000000000003,0.81,1.0,-0.05,0.95,-0.00053,0.00065,-0.00011999999999999999,0.00062,0.28,0.67,-0.02,0.53,0.28,0.68,0.2,0.7,-0.23,0.57,0.3,0.73
240,7870390,K00898.01,Kepler-83 A b,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.770448599999998,1.4599999999999999e-05,-1.4599999999999999e-05,175.71372,0.00118,-0.00118,2455008.714,0.00118,-0.00118,0.0,,,,,,0.09,0.318,-0.09,2.4517,0.0443,-0.0443,,,,1900.0,36.6,-36.6,0.040132999999999995,0.000867,-0.00047400000000000003,6.22573,0.47968,-1.57608,LS+MCMC,2.23,0.14,-0.2,0.0714,,,89.84,,,460.0,,,10.59,2.35,-2.58,31.55,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2887,0.4242,q1_q17_dr25_koi,9.248742,46.716136999999996,58.0,3,135.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.5992,Mandel and Agol (2002 ApJ 580 171),,,007/007870/007870390/dv/kplr007870390-20160209194854_dvr.pdf,007/007870/007870390/dv/kplr007870390-001-20160209194854_dvs.pdf,3906.0,78.0,-86.0,4.73,0.052000000000000005,-0.024,-0.32,0.15,-0.15,0.509,0.032,-0.046,0.508,0.037000000000000005,-0.033,,,,q1_q17_dr25_stellar,282.23251,43.66563,15.777000000000001,17.074,15.764000000000001,15.220999999999998,14.96,13.737,13.079,12.947000000000001,0.134,18.815493399999998,6e-06,43.665553,7.2e-05,-0.31,0.23,-0.28,0.26,0.0002,0.00047000000000000004,0.0005,0.00055,-0.028999999999999998,0.091,-0.13,0.13,0.13,0.12,0.028999999999999998,0.1,-0.08,0.14,0.08,0.15
241,7870390,K00898.02,Kepler-83 A d,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.169804269,9.04e-06,-9.04e-06,172.63153,0.00134,-0.00134,2455005.6319999998,0.00134,-0.00134,0.0,,,,,,0.35100000000000003,0.067,-0.35100000000000003,2.153,0.0493,-0.0493,,,,1040.0,27.7,-27.7,0.029936,0.000487,-0.000731,3.9748699999999997,1.02027,-0.8680700000000001,LS+MCMC,1.66,0.11,-0.15,0.0467,,,88.87,,,569.0,,,24.75,5.51,-6.02,17.77,4.6,-4.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2887,0.4242,q1_q17_dr25_koi,5.360658,34.09852,41.4,3,256.0,2.0,q1_q17_dr25_tce,1.11111e+31,0.0683,Mandel and Agol (2002 ApJ 580 171),,,007/007870/007870390/dv/kplr007870390-20160209194854_dvr.pdf,007/007870/007870390/dv/kplr007870390-002-20160209194854_dvs.pdf,3906.0,78.0,-86.0,4.73,0.052000000000000005,-0.024,-0.32,0.15,-0.15,0.509,0.032,-0.046,0.508,0.037000000000000005,-0.033,,,,q1_q17_dr25_stellar,282.23251,43.66563,15.777000000000001,17.074,15.764000000000001,15.220999999999998,14.96,13.737,13.079,12.947000000000001,0.003,18.8155085,8.2e-06,43.665484,9.8e-05,0.28,0.32,-0.52,0.35,-0.00049,0.00033999999999999997,0.0005200000000000001,0.00037999999999999997,-0.05,0.12,-0.01,0.15,0.05,0.12,0.0,0.12,0.12,0.15,0.12,0.15
243,7870390,K00898.03,Kepler-83 A c,CONFIRMED,Done,8/16/18,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,20.09017037,6.63e-05,-6.63e-05,147.97788,0.00275,-0.00275,2454980.978,0.00275,-0.00275,0.0,,,,,,0.8859999999999999,0.013999999999999999,-0.638,4.154,0.154,-0.154,,,,1430.0,41.4,-41.4,0.040437,0.00249,-0.00528,0.38566,2.69903,-0.19507,LS+MCMC,2.25,0.14,-0.21,0.1154,,,87.49,,,362.0,,,4.05,0.91,-0.98,20.2,10.1,-10.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2887,0.4242,q1_q17_dr25_koi,6.004703,29.21815,36.9,3,63.0,3.0,q1_q17_dr25_tce,1.11111e+31,0.9929,Mandel and Agol (2002 ApJ 580 171),,,007/007870/007870390/dv/kplr007870390-20160209194854_dvr.pdf,007/007870/007870390/dv/kplr007870390-003-20160209194854_dvs.pdf,3906.0,78.0,-86.0,4.73,0.052000000000000005,-0.024,-0.32,0.15,-0.15,0.509,0.032,-0.046,0.508,0.037000000000000005,-0.033,,,,q1_q17_dr25_stellar,282.23251,43.66563,15.777000000000001,17.074,15.764000000000001,15.220999999999998,14.96,13.737,13.079,12.947000000000001,0.5379999999999999,18.8154892,9e-06,43.66561,0.00011,-0.47,0.35,-0.09,0.38,0.0004,0.00055,0.00011,0.00061,0.15,0.14,0.06,0.14,0.17,0.14,0.15,0.14,0.11,0.14,0.19,0.14
244,7907423,K00899.01,Kepler-249 c,CONFIRMED,Done,8/16/18,CANDIDATE,0.9990000000000001,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,7.11373257,1.28e-05,-1.28e-05,174.32351,0.00143,-0.00143,2455007.324,0.00143,-0.00143,0.0,,,,,,0.33399999999999996,0.11699999999999999,-0.33399999999999996,2.1764,0.0496,-0.0496,,,,808.0,20.5,-20.5,0.025862,0.000573,-0.000797,5.31573,1.48774,-1.24038,LS+MCMC,1.16,0.13,-0.17,0.0551,,,89.21,,,429.0,,,8.01,2.66,-2.73,24.23,6.8,-6.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.366,0.3573,q1_q17_dr25_koi,5.9298773,35.776676,44.4,3,186.0,1.0,q1_q17_dr25_tce,1.11111e+31,0.474,Mandel and Agol (2002 ApJ 580 171),,,007/007907/007907423/dv/kplr007907423-20160209194854_dvr.pdf,007/007907/007907423/dv/kplr007907423-001-20160209194854_dvs.pdf,3561.0,71.0,-89.0,4.855,0.055,-0.055,0.0,0.15,-0.15,0.41100000000000003,0.045,-0.06,0.44,0.040999999999999995,-0.076,,,,q1_q17_dr25_stellar,296.98505,43.65852,15.234000000000002,16.847,15.445,14.543,14.057,12.835999999999999,12.15,11.966,0.0,19.799021600000003,7.6e-06,43.658304,8.3e-05,0.69,0.3,-0.78,0.3,-0.00018999999999999998,0.00023999999999999998,0.00074,0.00025,-0.06,0.15,-0.17,0.12,0.18,0.13,0.52,0.19,0.09,0.13,0.53,0.18
