,mstar,logt,logl_ls,logg,radius,feh,afe,age,u,g,r,i,z,J,H,Ks,Kp,IRAC1,IRAC2,KIC,KOI
58708,0.5032,3.5810000000000004,-1.369,4.811,0.4619,-0.42,0.0,0.2,12.88,10.07,8.699,8.083,7.7379999999999995,6.505,5.901,5.691,8.54,5.651,5.593,,
66029,0.5032,3.5810000000000004,-1.3730000000000002,4.812,0.4614,-0.41,0.0,0.2,12.9,10.09,8.718,8.095,7.746,6.5120000000000005,5.906000000000001,5.697,8.555,5.657,5.598,,
66077,0.5032,3.5810000000000004,-1.37,4.81,0.4621,-0.41,0.0,0.3,12.88,10.07,8.708,8.088,7.7410000000000005,6.507000000000001,5.902,5.693,8.546,5.653,5.595,,
73350,0.5032,3.58,-1.3769999999999998,4.813,0.4609,-0.4,0.0,0.2,12.92,10.11,8.737,8.107999999999999,7.755,6.518,5.912000000000001,5.702000000000001,8.571,5.662999999999999,5.604,,
73398,0.5032,3.58,-1.374,4.811,0.4617,-0.4,0.0,0.3,12.91,10.09,8.726,8.099,7.749,6.513,5.9079999999999995,5.6979999999999995,8.561,5.6579999999999995,5.6,,
80671,0.5032,3.5789999999999997,-1.381,4.814,0.4604,-0.39,0.0,0.2,12.94,10.13,8.757,8.12,7.763,6.525,5.917999999999999,5.707999999999999,8.586,5.669,5.609,,
80672,0.5132,3.5810000000000004,-1.3519999999999999,4.803999999999999,0.4702,-0.39,0.0,0.2,12.84,10.03,8.665,8.041,7.691,6.457999999999999,5.85,5.641,8.502,5.605,5.547000000000001,,
80719,0.5032,3.58,-1.3780000000000001,4.812,0.4614,-0.39,0.0,0.3,12.93,10.11,8.745,8.111,7.757000000000001,6.52,5.912999999999999,5.704,8.575,5.664,5.605,,
87993,0.5132,3.5810000000000004,-1.355,4.805,0.4696,-0.38,0.0,0.2,12.86,10.05,8.685,8.052999999999999,7.699,6.465,5.856,5.647,8.517999999999999,5.61,5.553,,
88040,0.5032,3.5789999999999997,-1.381,4.813,0.4609,-0.38,0.0,0.3,12.95,10.13,8.764,8.123,7.763999999999999,6.525,5.919,5.709,8.59,5.669,5.61,,
95314,0.5132,3.58,-1.359,4.806,0.4692,-0.37,0.0,0.2,12.88,10.07,8.704,8.066,7.707999999999999,6.471,5.862,5.653,8.533,5.617000000000001,5.558,,
95361,0.5032,3.5789999999999997,-1.385,4.813,0.4604,-0.37,0.0,0.3,12.97,10.15,8.783,8.135,7.772,6.531000000000001,5.9239999999999995,5.715,8.605,5.675,5.615,,
102635,0.5132,3.5789999999999997,-1.3630000000000002,4.8069999999999995,0.4685,-0.36,0.0,0.2,12.9,10.09,8.724,8.078,7.716,6.477,5.867999999999999,5.659,8.549,5.622999999999999,5.563,,
102681,0.5032,3.5780000000000003,-1.389,4.814,0.46,-0.36,0.0,0.3,12.99,10.17,8.801,8.147,7.78,6.537000000000001,5.93,5.72,8.62,5.681,5.62,,
102729,0.5032,3.5780000000000003,-1.385,4.812,0.4611,-0.36,0.0,0.4,12.97,10.15,8.787,8.136000000000001,7.772,6.531000000000001,5.9239999999999995,5.7139999999999995,8.607000000000001,5.6739999999999995,5.615,,
109954,0.5132,3.5780000000000003,-1.367,4.808,0.4681,-0.35,0.0,0.2,12.92,10.11,8.744,8.091000000000001,7.725,6.484,5.872999999999999,5.664,8.565,5.627999999999999,5.569,,
110048,0.5032,3.5780000000000003,-1.3880000000000001,4.813,0.4608,-0.35,0.0,0.4,12.99,10.17,8.805,8.148,7.779,6.5360000000000005,5.928999999999999,5.718999999999999,8.621,5.678999999999999,5.619,,
117273,0.5132,3.5780000000000003,-1.369,4.808,0.468,-0.34,0.0,0.2,12.94,10.12,8.758,8.099,7.73,6.487,5.877000000000001,5.667000000000001,8.576,5.632000000000001,5.571000000000001,,
117367,0.5032,3.577,-1.391,4.814,0.4604,-0.34,0.0,0.4,13.01,10.19,8.824,8.158999999999999,7.787000000000001,6.542000000000001,5.934,5.724,8.636000000000001,5.685,5.624,,
118665,0.483,3.5810000000000004,-1.3969999999999998,4.797,0.46,-0.34,0.0,2.9,12.99,10.17,8.81,8.17,7.815,6.574,5.966,5.7620000000000005,8.628,5.7170000000000005,5.669,,
118718,0.483,3.5810000000000004,-1.396,4.796,0.4602,-0.34,0.0,3.0,12.99,10.17,8.808,8.169,7.814,6.5729999999999995,5.965,5.761,8.627,5.716,5.667999999999999,,
118771,0.483,3.5810000000000004,-1.396,4.796,0.4604,-0.34,0.0,3.1,12.99,10.17,8.807,8.168,7.813,6.572,5.9639999999999995,5.76,8.626,5.715,5.667000000000001,,
118824,0.483,3.5810000000000004,-1.396,4.795,0.4606,-0.34,0.0,3.2,12.99,10.17,8.806000000000001,8.167,7.812,6.571000000000001,5.962999999999999,5.7589999999999995,8.625,5.7139999999999995,5.666,,
118877,0.483,3.5810000000000004,-1.395,4.795,0.4608,-0.34,0.0,3.3,12.99,10.17,8.805,8.166,7.811,6.57,5.962000000000001,5.757999999999999,8.624,5.712999999999999,5.665,,
118930,0.483,3.5810000000000004,-1.395,4.795,0.4609,-0.34,0.0,3.4,12.99,10.16,8.804,8.165,7.81,6.569,5.961,5.757000000000001,8.623,5.712000000000001,5.664,,
118984,0.483,3.5810000000000004,-1.3940000000000001,4.794,0.4611,-0.34,0.0,3.5,12.99,10.16,8.802,8.164,7.809,6.568,5.96,5.756,8.622,5.711,5.662999999999999,,
119036,0.483,3.5810000000000004,-1.3940000000000001,4.794,0.4613,-0.34,0.0,3.6,12.99,10.16,8.801,8.163,7.808,6.567,5.959,5.755,8.621,5.71,5.662000000000001,,
119088,0.483,3.5810000000000004,-1.3940000000000001,4.794,0.4615,-0.34,0.0,3.7,12.99,10.16,8.8,8.162,7.807,6.566,5.957999999999999,5.754,8.62,5.709,5.6610000000000005,,
119141,0.483,3.5810000000000004,-1.393,4.793,0.4617,-0.34,0.0,3.8,12.98,10.16,8.799,8.16,7.806,6.565,5.957000000000001,5.752999999999999,8.618,5.707999999999999,5.66,,
119194,0.483,3.5810000000000004,-1.393,4.793,0.4619,-0.34,0.0,3.9,12.98,10.16,8.798,8.158999999999999,7.805,6.564,5.956,5.752000000000001,8.617,5.707000000000001,5.659,,
119247,0.483,3.5810000000000004,-1.392,4.793,0.4621,-0.34,0.0,4.0,12.98,10.16,8.796,8.158,7.803999999999999,6.563,5.955,5.751,8.616,5.706,5.6579999999999995,,
119300,0.483,3.5810000000000004,-1.392,4.792,0.4622,-0.34,0.0,4.1,12.98,10.16,8.795,8.157,7.803,6.562,5.954,5.75,8.615,5.705,5.657,,
119353,0.483,3.5810000000000004,-1.391,4.792,0.4624,-0.34,0.0,4.2,12.98,10.15,8.794,8.156,7.8020000000000005,6.561,5.952999999999999,5.749,8.613999999999999,5.704,5.656000000000001,,
119406,0.483,3.5810000000000004,-1.391,4.792,0.4626,-0.34,0.0,4.3,12.98,10.15,8.793,8.155,7.801,6.56,5.952000000000001,5.747999999999999,8.613,5.702999999999999,5.655,,
119459,0.483,3.5810000000000004,-1.391,4.791,0.4628,-0.34,0.0,4.4,12.98,10.15,8.792,8.154,7.8,6.559,5.9510000000000005,5.747000000000001,8.612,5.702000000000001,5.655,,
119513,0.483,3.5810000000000004,-1.39,4.791,0.463,-0.34,0.0,4.5,12.98,10.15,8.791,8.152999999999999,7.7989999999999995,6.558,5.95,5.746,8.61,5.7010000000000005,5.654,,
119565,0.483,3.5810000000000004,-1.39,4.791,0.4631,-0.34,0.0,4.6,12.97,10.15,8.789,8.152000000000001,7.797999999999999,6.557,5.949,5.745,8.609,5.7,5.653,,
119617,0.483,3.5810000000000004,-1.389,4.79,0.4633,-0.34,0.0,4.7,12.97,10.15,8.788,8.151,7.797000000000001,6.557,5.9479999999999995,5.744,8.607999999999999,5.699,5.652,,
119670,0.483,3.5810000000000004,-1.389,4.79,0.4634,-0.34,0.0,4.8,12.97,10.15,8.787,8.15,7.796,6.556,5.947,5.742999999999999,8.607000000000001,5.6979999999999995,5.651,,
119723,0.483,3.5810000000000004,-1.389,4.79,0.4636,-0.34,0.0,4.9,12.97,10.15,8.786,8.149,7.795,6.555,5.946000000000001,5.742000000000001,8.606,5.6979999999999995,5.65,,
124593,0.5132,3.577,-1.371,4.808,0.4681,-0.33,0.0,0.2,12.95,10.13,8.772,8.107000000000001,7.734,6.4910000000000005,5.88,5.67,8.586,5.635,5.574,,
124640,0.5132,3.5780000000000003,-1.37,4.8069999999999995,0.4684,-0.33,0.0,0.3,12.94,10.13,8.767999999999999,8.104,7.732,6.489,5.877999999999999,5.669,8.582,5.632999999999999,5.5729999999999995,,
124687,0.5032,3.576,-1.395,4.814,0.46,-0.33,0.0,0.4,13.02,10.21,8.842,8.17,7.794,6.547000000000001,5.939,5.729,8.65,5.69,5.627999999999999,,
126038,0.483,3.5810000000000004,-1.399,4.796,0.46,-0.33,0.0,3.0,13.01,10.18,8.824,8.177999999999999,7.82,6.577000000000001,5.97,5.765,8.639,5.718999999999999,5.671,,
126091,0.483,3.5810000000000004,-1.399,4.796,0.4602,-0.33,0.0,3.1,13.01,10.18,8.822000000000001,8.177,7.819,6.5760000000000005,5.968,5.763999999999999,8.638,5.718,5.67,,
126144,0.483,3.5810000000000004,-1.3980000000000001,4.796,0.4604,-0.33,0.0,3.2,13.01,10.18,8.821,8.176,7.818,6.575,5.968,5.763,8.637,5.7170000000000005,5.669,,
126197,0.483,3.5810000000000004,-1.3980000000000001,4.795,0.4606,-0.33,0.0,3.3,13.01,10.18,8.82,8.175,7.817,6.574,5.9670000000000005,5.7620000000000005,8.636000000000001,5.716,5.667999999999999,,
126250,0.483,3.5810000000000004,-1.3969999999999998,4.795,0.4608,-0.33,0.0,3.4,13.01,10.18,8.818999999999999,8.174,7.816,6.5729999999999995,5.965,5.761,8.635,5.715,5.667000000000001,,
126304,0.483,3.5810000000000004,-1.3969999999999998,4.795,0.461,-0.33,0.0,3.5,13.0,10.18,8.818,8.173,7.815,6.572,5.9639999999999995,5.76,8.633,5.7139999999999995,5.666,,
126356,0.483,3.5810000000000004,-1.3969999999999998,4.794,0.4612,-0.33,0.0,3.6,13.0,10.18,8.817,8.172,7.814,6.571000000000001,5.962999999999999,5.7589999999999995,8.632,5.712999999999999,5.665,,
126408,0.483,3.5810000000000004,-1.396,4.794,0.4613,-0.33,0.0,3.7,13.0,10.18,8.816,8.171,7.813,6.57,5.962000000000001,5.757999999999999,8.631,5.712000000000001,5.664,,
126461,0.483,3.5810000000000004,-1.396,4.794,0.4616,-0.33,0.0,3.8,13.0,10.17,8.814,8.17,7.812,6.569,5.961,5.757000000000001,8.63,5.711,5.662999999999999,,
126514,0.483,3.5810000000000004,-1.395,4.793,0.4617,-0.33,0.0,3.9,13.0,10.17,8.812999999999999,8.169,7.811,6.568,5.96,5.756,8.629,5.71,5.662000000000001,,
126567,0.483,3.5810000000000004,-1.395,4.793,0.4619,-0.33,0.0,4.0,13.0,10.17,8.812000000000001,8.168,7.81,6.567,5.959,5.755,8.628,5.709,5.6610000000000005,,
126620,0.483,3.5810000000000004,-1.3940000000000001,4.793,0.4621,-0.33,0.0,4.1,13.0,10.17,8.811,8.167,7.808,6.566,5.957999999999999,5.754,8.627,5.709,5.66,,
126673,0.483,3.5810000000000004,-1.3940000000000001,4.792,0.4622,-0.33,0.0,4.2,13.0,10.17,8.81,8.166,7.808,6.565,5.957000000000001,5.752999999999999,8.626,5.707999999999999,5.659,,
126726,0.483,3.5810000000000004,-1.3940000000000001,4.792,0.4624,-0.33,0.0,4.3,12.99,10.17,8.809,8.165,7.807,6.565,5.956,5.752000000000001,8.625,5.707000000000001,5.659,,
126779,0.483,3.5810000000000004,-1.393,4.792,0.4626,-0.33,0.0,4.4,12.99,10.17,8.807,8.164,7.806,6.564,5.955,5.751,8.623,5.706,5.6579999999999995,,
126833,0.483,3.5810000000000004,-1.393,4.791,0.4628,-0.33,0.0,4.5,12.99,10.17,8.806000000000001,8.162,7.805,6.563,5.954,5.75,8.622,5.705,5.657,,
126885,0.483,3.5810000000000004,-1.392,4.791,0.463,-0.33,0.0,4.6,12.99,10.16,8.805,8.161,7.803999999999999,6.562,5.952999999999999,5.749,8.621,5.704,5.656000000000001,,
126937,0.483,3.5810000000000004,-1.392,4.791,0.4632,-0.33,0.0,4.7,12.99,10.16,8.804,8.161,7.803,6.561,5.952000000000001,5.747999999999999,8.62,5.702999999999999,5.655,,
126990,0.483,3.5810000000000004,-1.392,4.79,0.4633,-0.33,0.0,4.8,12.99,10.16,8.802999999999999,8.16,7.8020000000000005,6.56,5.9510000000000005,5.747000000000001,8.619,5.702000000000001,5.654,,
127043,0.483,3.5810000000000004,-1.391,4.79,0.4635,-0.33,0.0,4.9,12.99,10.16,8.802,8.158999999999999,7.801,6.559,5.95,5.746,8.618,5.7010000000000005,5.653,,
127096,0.483,3.5810000000000004,-1.391,4.79,0.4637,-0.33,0.0,5.0,12.99,10.16,8.8,8.157,7.8,6.558,5.949,5.745,8.617,5.7,5.652,,
127149,0.483,3.5810000000000004,-1.39,4.789,0.4638,-0.33,0.0,5.1,12.98,10.16,8.799,8.156,7.7989999999999995,6.557,5.9479999999999995,5.744,8.616,5.699,5.652,,
127202,0.483,3.5810000000000004,-1.39,4.789,0.464,-0.33,0.0,5.2,12.98,10.16,8.798,8.155,7.797999999999999,6.556,5.947,5.742999999999999,8.615,5.6979999999999995,5.651,,
127255,0.483,3.5810000000000004,-1.39,4.789,0.4641,-0.33,0.0,5.3,12.98,10.16,8.797,8.154,7.797000000000001,6.555,5.947,5.742000000000001,8.613999999999999,5.6979999999999995,5.65,,
127308,0.483,3.5810000000000004,-1.389,4.788,0.4643,-0.33,0.0,5.4,12.98,10.16,8.796,8.154,7.796,6.553999999999999,5.946000000000001,5.742000000000001,8.613,5.697,5.649,,
127361,0.483,3.5810000000000004,-1.389,4.788,0.4645,-0.33,0.0,5.5,12.98,10.15,8.795,8.152000000000001,7.795,6.553,5.945,5.7410000000000005,8.612,5.696000000000001,5.648,,
