,mstar,logt,logl_ls,logg,radius,feh,afe,age,u,g,r,i,z,J,H,Ks,Kp,IRAC1,IRAC2,KIC,KOI
34,0.5032,3.5869999999999997,-1.339,4.803999999999999,0.4654,-0.5,0.0,0.2,12.7,9.916,8.551,7.9879999999999995,7.675,6.455,5.855,5.647,8.42,5.605,5.5520000000000005,11752906.0,253
7441,0.5032,3.5860000000000003,-1.3430000000000002,4.805,0.4651,-0.49,0.0,0.2,12.72,9.934,8.568999999999999,7.999,7.682,6.461,5.861000000000001,5.652,8.434,5.61,5.557,,
14767,0.5032,3.5860000000000003,-1.3459999999999999,4.806,0.4646,-0.48,0.0,0.2,12.75,9.953,8.587,8.011000000000001,7.69,6.4670000000000005,5.8660000000000005,5.6579999999999995,8.449,5.6160000000000005,5.562,,
22091,0.5032,3.585,-1.35,4.8069999999999995,0.4641,-0.47,0.0,0.2,12.77,9.971,8.605,8.022,7.6979999999999995,6.474,5.872000000000001,5.662999999999999,8.464,5.622000000000001,5.568,,
29415,0.5032,3.5839999999999996,-1.354,4.8069999999999995,0.4637,-0.46,0.0,0.2,12.79,9.99,8.623,8.033999999999999,7.706,6.48,5.877999999999999,5.669,8.479,5.627999999999999,5.572,,
36739,0.5032,3.5839999999999996,-1.358,4.808,0.4632,-0.45,0.0,0.2,12.81,10.01,8.642000000000001,8.046,7.7139999999999995,6.486000000000001,5.882999999999999,5.6739999999999995,8.494,5.632999999999999,5.577000000000001,,
44063,0.5032,3.583,-1.361,4.809,0.4628,-0.44,0.0,0.2,12.83,10.03,8.661,8.058,7.722,6.492999999999999,5.888999999999999,5.68,8.509,5.638999999999999,5.582999999999999,,
44111,0.5032,3.583,-1.359,4.808,0.4633,-0.44,0.0,0.3,12.82,10.02,8.652999999999999,8.052999999999999,7.718,6.489,5.886,5.6770000000000005,8.502,5.636,5.581,,
44207,0.4931,3.589,-1.3530000000000002,4.796,0.465,-0.44,0.0,0.5,12.76,9.952,8.6,8.029,7.7139999999999995,6.495,5.8870000000000005,5.687,8.46,5.646,5.605,,
51386,0.5032,3.582,-1.365,4.81,0.4624,-0.43,0.0,0.2,12.86,10.05,8.68,8.071,7.73,6.499,5.895,5.685,8.524,5.645,5.587999999999999,,
51434,0.5032,3.583,-1.3630000000000002,4.809,0.463,-0.43,0.0,0.3,12.84,10.04,8.671,8.064,7.726,6.495,5.891,5.682,8.516,5.642,5.585,,
51530,0.4931,3.588,-1.3559999999999999,4.796,0.4649,-0.43,0.0,0.5,12.77,9.967,8.613999999999999,8.038,7.72,6.499,5.892,5.691,8.471,5.649,5.608,,
51579,0.4931,3.589,-1.355,4.796,0.4651,-0.43,0.0,0.6,12.76,9.959,8.609,8.033999999999999,7.7170000000000005,6.497000000000001,5.888999999999999,5.689,8.466000000000001,5.648,5.608,,
51629,0.4931,3.589,-1.3530000000000002,4.795,0.4655,-0.43,0.0,0.7,12.75,9.95,8.602,8.029,7.712000000000001,6.494,5.8839999999999995,5.686,8.459,5.646,5.606,,
58708,0.5032,3.5810000000000004,-1.369,4.811,0.4619,-0.42,0.0,0.2,12.88,10.07,8.699,8.083,7.7379999999999995,6.505,5.901,5.691,8.54,5.651,5.593,,
58709,0.5132,3.583,-1.34,4.801,0.4717,-0.42,0.0,0.2,12.77,9.97,8.607000000000001,8.003,7.667000000000001,6.439,5.832999999999999,5.624,8.455,5.587000000000001,5.532,,
58756,0.5032,3.582,-1.3659999999999999,4.809,0.4626,-0.42,0.0,0.3,12.86,10.06,8.689,8.076,7.733,6.501,5.897,5.688,8.531,5.647,5.591,,
58852,0.4931,3.588,-1.359,4.797,0.4648,-0.42,0.0,0.5,12.79,9.982000000000001,8.628,8.047,7.726,6.504,5.896,5.694,8.482000000000001,5.653,5.611000000000001,,
58901,0.4931,3.588,-1.357,4.796,0.4651,-0.42,0.0,0.6,12.78,9.974,8.623,8.043,7.723,6.501,5.893,5.692,8.477,5.651,5.611000000000001,,
58951,0.4931,3.589,-1.355,4.795,0.4654,-0.42,0.0,0.7,12.77,9.966000000000001,8.616,8.038,7.718999999999999,6.497999999999999,5.888999999999999,5.69,8.471,5.649,5.609,,
59001,0.4931,3.589,-1.354,4.795,0.4659,-0.42,0.0,0.8,12.76,9.958,8.61,8.033,7.7139999999999995,6.494,5.8839999999999995,5.687,8.465,5.647,5.607,,
59052,0.4931,3.589,-1.3519999999999999,4.794,0.4662,-0.42,0.0,0.9,12.76,9.953,8.607000000000001,8.029,7.711,6.4910000000000005,5.881,5.684,8.461,5.645,5.606,,
59103,0.4931,3.589,-1.351,4.793,0.4664,-0.42,0.0,1.0,12.75,9.95,8.605,8.027000000000001,7.709,6.489,5.877999999999999,5.682,8.459,5.644,5.605,,
59155,0.4931,3.589,-1.351,4.793,0.4668,-0.42,0.0,1.1,12.75,9.949,8.604,8.026,7.707000000000001,6.4879999999999995,5.877000000000001,5.681,8.458,5.643,5.604,,
59208,0.4931,3.589,-1.35,4.792,0.4672,-0.42,0.0,1.2,12.75,9.948,8.603,8.025,7.706,6.486000000000001,5.875,5.678999999999999,8.456,5.641,5.602,,
59260,0.4931,3.589,-1.35,4.791,0.4676,-0.42,0.0,1.3,12.75,9.947000000000001,8.602,8.023,7.705,6.485,5.874,5.678,8.455,5.638999999999999,5.6,,
59312,0.4931,3.589,-1.349,4.791,0.4679,-0.42,0.0,1.4,12.75,9.946,8.601,8.022,7.702999999999999,6.483,5.872000000000001,5.676,8.454,5.638,5.599,,
59365,0.4931,3.589,-1.348,4.79,0.4684,-0.42,0.0,1.5,12.75,9.945,8.599,8.021,7.702000000000001,6.482,5.871,5.6739999999999995,8.453,5.636,5.597,,
